Age,Fnlwgt,Education_num,Capital-gain,WorkClass_cat,Marital_status_cat,occupation_cat,Relationship_cat,Race_cat,Sex_cat
59,0.10721329511959903,10,0,4.0,0,8.0,4,4,0
50,0.0626288694801755,9,0,4.0,2,3.0,0,4,1
48,0.13641148585322124,9,0,5.0,2,4.0,0,4,1
33,0.11085423995870744,9,0,2.0,2,11.0,0,4,1
27,0.10956520557992964,12,0,4.0,4,12.0,1,4,0
45,0.09284714959047011,16,99999,4.0,4,10.0,1,4,1
24,0.03547561157821817,4,0,4.0,4,12.0,3,4,1
31,0.08661726952907459,9,0,4.0,2,1.0,5,4,0
24,0.16735374417625407,3,0,4.0,4,5.0,2,2,1
29,0.01528843672321756,9,0,4.0,4,4.0,1,4,1
24,0.07652571956371144,9,0,4.0,4,7.0,3,4,1
24,0.03630621697613453,13,0,4.0,4,1.0,1,4,0
28,0.10105948031132422,10,0,4.0,4,4.0,1,2,0
63,0.2800192879748985,9,0,4.0,2,7.0,0,4,1
36,0.1300926366118363,10,0,1.0,2,6.0,0,4,1
58,0.06649868923269175,4,0,7.0,2,14.0,0,4,1
51,0.20630934108474486,10,0,4.0,0,4.0,1,4,0
42,0.16529386995558334,10,0,4.0,2,3.0,0,4,1
39,0.12320126050990887,10,0,4.0,2,7.0,0,4,1
26,0.03289618451257114,13,0,4.0,4,10.0,3,1,0
39,0.11923364257480881,10,0,4.0,4,3.0,1,4,1
28,0.15008625256380653,13,0,4.0,4,10.0,1,4,1
51,0.13794909061273278,13,15024,4.0,2,10.0,0,0,1
45,0.1287540239877209,13,0,4.0,3,4.0,4,4,1
45,0.07240053789000421,11,0,4.0,2,3.0,0,4,1
23,0.2420871762133087,13,0,7.0,4,10.0,1,4,0
38,0.07575827549204711,10,0,4.0,4,8.0,1,4,1
38,0.10802556335828092,7,0,4.0,3,14.0,3,4,1
39,0.09623001589220467,10,0,4.0,2,7.0,0,4,1
52,0.2462598986702164,11,0,4.0,4,5.0,1,4,1
17,0.1055222015457546,8,0,4.0,4,12.0,3,4,0
31,0.22834449409815136,13,0,4.0,2,4.0,0,4,1
22,0.1672240257535214,9,0,4.0,4,14.0,3,2,1
47,0.06560967658684343,9,1831,7.0,0,1.0,4,4,0
28,0.11949783349859416,10,0,4.0,4,1.0,1,4,0
30,0.2331440757392592,9,0,4.0,4,7.0,4,2,0
41,0.28033034052783856,9,0,4.0,2,14.0,0,4,1
29,0.08847339753602912,14,0,4.0,4,10.0,1,2,1
42,0.011569389168851278,15,0,6.0,0,10.0,4,4,1
52,0.1328126485649475,10,0,1.0,2,1.0,0,4,1
35,0.11888184077912553,13,0,4.0,4,10.0,1,4,0
28,0.1756890017793836,12,0,4.0,4,1.0,3,4,0
46,0.12567541869846918,14,7688,4.0,2,10.0,0,4,1
21,0.11062129012102526,10,2176,4.0,4,7.0,3,4,0
45,0.10044824167017563,9,0,2.0,3,1.0,4,2,0
21,0.1260734029692615,9,0,4.0,4,14.0,3,4,1
74,0.12225112399994567,6,0,4.0,2,1.0,0,4,1
29,0.15594056043791854,9,0,4.0,2,14.0,2,4,1
39,0.10338762038005461,9,0,2.0,0,1.0,4,4,0
44,0.09163214300267587,10,7688,4.0,2,3.0,0,4,1
23,0.20006723625052636,13,0,5.0,4,5.0,1,4,1
32,0.10700207821137991,12,0,2.0,0,4.0,1,2,0
61,0.07631178603930944,6,0,4.0,0,7.0,1,4,0
43,0.1173388027872482,9,0,4.0,0,4.0,1,4,0
23,0.15468684206951822,1,0,4.0,4,8.0,1,1,0
18,0.10333736298067128,10,0,4.0,4,1.0,3,4,0
38,0.1134384211026745,9,0,4.0,2,6.0,0,4,1
33,0.20888673068825472,13,4650,4.0,5,10.0,1,4,1
19,0.09281998342864128,10,0,5.0,4,8.0,3,1,0
23,0.014034718354817241,10,4101,4.0,4,14.0,1,4,1
37,0.13203705464473453,9,0,4.0,0,13.0,3,4,1
25,0.2535696336643078,9,0,4.0,4,5.0,3,4,1
36,0.013007837437687618,9,0,4.0,0,14.0,4,4,1
45,0.10616060634873202,8,3103,4.0,2,1.0,5,2,0
32,0.05774235612121542,13,0,4.0,4,1.0,1,4,0
65,0.06426495157631654,7,0,4.0,0,7.0,1,1,0
18,0.011747327528830091,7,0,6.0,4,3.0,3,4,1
25,0.14126336235584955,9,0,4.0,4,14.0,4,4,1
29,0.06651702639192622,14,0,4.0,4,12.0,1,4,1
53,0.15527431031906658,10,0,4.0,2,3.0,0,4,1
33,0.07009616821287405,16,0,4.0,2,10.0,0,4,1
27,0.06352263620434387,13,0,4.0,4,3.0,1,4,1
24,0.2163452004183589,9,0,7.0,2,11.0,0,4,1
54,0.016328221567215875,4,0,6.0,2,7.0,0,4,1
23,0.014355958218443108,10,0,4.0,4,12.0,1,4,0
45,0.04305021665014058,11,0,4.0,6,1.0,1,1,0
36,0.1178053816166583,10,0,4.0,2,4.0,5,4,0
36,0.118003015443963,7,5178,4.0,2,3.0,0,4,1
44,0.1250804797544179,14,0,2.0,4,10.0,1,4,0
24,0.0673483109438883,9,0,4.0,4,14.0,4,2,1
39,0.06995558332540987,10,0,4.0,0,12.0,3,4,1
50,0.042510968337838385,9,0,4.0,3,6.0,4,4,0
38,0.07132951195990275,9,15024,4.0,2,4.0,5,4,0
58,0.17699908993357874,13,0,4.0,6,4.0,4,4,0
44,0.14122668803738064,9,0,5.0,2,8.0,0,2,1
24,0.05341478654188343,13,0,4.0,4,12.0,3,1,1
52,0.1507728773040301,9,15024,5.0,2,4.0,0,4,1
46,0.23924084160769346,13,8614,4.0,0,12.0,1,4,1
50,0.18431629562217303,16,15024,5.0,2,10.0,0,4,1
34,0.12450048219937246,12,0,4.0,2,3.0,0,4,1
40,0.03971421197756075,12,0,4.0,4,13.0,1,2,1
53,0.08858342049143587,13,0,4.0,0,1.0,4,4,0
24,0.07603604949674686,9,0,4.0,4,1.0,3,4,0
58,0.027978430067507915,13,0,4.0,2,7.0,0,4,1
26,0.18711508944458782,10,0,4.0,2,3.0,0,4,1
22,0.11952364135233154,12,0,4.0,4,6.0,3,4,1
36,0.10844935548281061,9,0,4.0,2,3.0,0,4,1
78,0.04245391939799786,12,0,4.0,6,7.0,1,4,0
36,0.1400449599978267,13,0,4.0,2,10.0,0,4,1
43,0.056133440186903194,13,0,2.0,2,10.0,5,4,0
60,0.06603143124923595,4,0,4.0,2,6.0,0,4,1
49,0.17470694502927153,14,7298,2.0,2,10.0,0,4,1
50,0.12863449287567408,4,0,5.0,2,3.0,0,4,1
34,0.07361146955352413,4,0,6.0,4,6.0,4,2,1
46,0.08047567949362275,10,0,4.0,2,1.0,0,4,1
46,0.29153162820390927,13,0,2.0,2,14.0,0,2,1
69,0.0696241561510982,9,0,4.0,2,8.0,0,4,1
32,0.11409720052702355,6,0,4.0,2,3.0,0,4,1
40,0.010295296179079339,13,0,2.0,4,10.0,1,4,1
61,0.11416375762350417,3,3411,4.0,2,6.0,0,4,1
56,0.0889562760625365,10,0,4.0,2,4.0,0,4,1
47,0.08624101818774535,9,0,4.0,2,13.0,0,4,1
29,0.07737126635063366,9,0,4.0,2,7.0,0,2,1
37,0.11810896347509542,9,0,4.0,2,7.0,0,4,1
51,0.1255606416647424,15,0,4.0,4,10.0,1,4,0
44,0.12308920009236496,14,0,7.0,2,4.0,0,4,1
33,0.11484698659349914,9,0,4.0,5,8.0,4,4,0
51,0.07652571956371144,15,0,6.0,0,10.0,1,4,1
24,0.11996577063609568,11,0,4.0,2,7.0,0,4,1
37,0.09300675079121447,11,0,6.0,4,8.0,3,4,0
40,0.25566074897108165,10,0,4.0,0,4.0,1,4,1
34,0.06876978036158161,14,0,4.0,4,4.0,3,4,1
61,0.11909034107116176,13,0,4.0,0,7.0,4,4,0
56,0.17350891729262033,9,0,5.0,2,4.0,0,4,1
69,0.08935222287119164,7,0,1.0,6,1.0,1,4,0
41,0.05772266065388952,11,0,6.0,0,8.0,4,4,0
40,0.1270140313225846,9,0,4.0,2,3.0,0,4,1
57,0.07645033346463645,10,0,4.0,4,6.0,3,2,1
26,0.02565028999877752,13,0,4.0,2,4.0,0,4,1
53,0.057537930753453495,9,0,4.0,2,3.0,0,4,1
90,0.1108100949457356,4,0,4.0,5,7.0,1,4,0
39,0.22114138628923813,13,0,4.0,0,4.0,1,4,1
51,0.07592330992515722,13,0,1.0,6,1.0,1,4,0
56,0.18006750791214463,13,0,1.0,2,4.0,0,4,1
51,0.18200853017481425,6,0,4.0,5,1.0,4,2,0
17,0.15545836106545688,8,0,4.0,4,10.0,3,4,1
42,0.12897339074448866,10,0,4.0,0,4.0,1,4,0
42,0.1264156966083047,10,0,4.0,0,1.0,3,4,0
29,0.047511579576479536,15,27828,4.0,4,10.0,4,4,1
33,0.11283736977221173,13,0,4.0,2,10.0,0,4,1
47,0.11788823841023621,15,0,4.0,2,10.0,0,4,1
43,0.1362124937178251,10,0,4.0,0,7.0,1,4,1
64,0.1408402493853656,15,0,6.0,2,10.0,0,4,1
40,0.21024639708778747,9,0,4.0,0,14.0,1,4,1
21,0.20482471034079952,3,0,4.0,4,6.0,1,4,1
31,0.08949824099102159,10,0,4.0,2,4.0,0,4,1
60,0.08645698917428452,11,0,4.0,6,4.0,4,1,0
32,0.2766914331508673,8,0,4.0,2,12.0,0,4,1
66,0.13615272816180166,13,6767,4.0,2,7.0,0,4,1
27,0.12447331603754364,9,0,4.0,4,3.0,3,2,1
40,0.1313626546773339,9,0,4.0,2,4.0,5,4,0
27,0.08083631029190042,9,0,4.0,2,8.0,5,4,0
18,0.028629738797354018,10,0,4.0,4,8.0,3,4,1
43,0.12798590076201086,9,0,4.0,5,8.0,1,2,0
52,0.04725146357696853,9,0,4.0,2,7.0,0,4,1
31,0.10004210755083469,9,0,4.0,4,8.0,1,4,1
28,0.19602423221635132,9,0,4.0,2,14.0,0,4,1
44,0.1173388027872482,14,0,4.0,4,10.0,1,4,0
37,0.020210945246600838,10,0,6.0,2,5.0,0,4,1
35,0.10467869222096957,13,0,4.0,2,4.0,0,4,1
42,0.1361377867727958,5,0,4.0,5,3.0,4,2,1
18,0.15198380896755004,6,0,4.0,4,8.0,3,2,1
46,0.13863503619891065,14,0,5.0,2,12.0,0,4,1
54,0.010287146330530692,9,0,1.0,2,1.0,0,4,1
54,0.09041849472297307,9,0,4.0,2,12.0,0,4,1
56,0.09162942638649299,10,0,4.0,0,1.0,1,4,0
27,0.01152931908015376,10,0,4.0,4,12.0,4,4,1
26,0.2358416756088616,13,0,4.0,4,1.0,3,4,0
41,0.14626193613235355,10,0,2.0,2,3.0,0,4,1
41,0.052794718898140476,9,0,4.0,2,6.0,0,4,1
32,0.11944214286684507,10,0,4.0,0,7.0,4,4,0
18,0.06645997745208568,9,0,4.0,4,1.0,3,4,0
36,0.11826109398133686,9,0,4.0,2,6.0,0,4,1
37,0.1109975414623545,6,0,4.0,4,6.0,1,4,1
31,0.10905855666182204,3,0,4.0,4,5.0,3,4,1
46,0.016085084418847886,13,0,4.0,2,4.0,0,4,1
24,0.2859544151804513,9,0,4.0,0,7.0,1,4,1
25,0.10049849906955896,13,0,5.0,4,4.0,3,1,1
55,0.12037530052566522,3,0,4.0,2,3.0,0,4,1
64,0.0686210456255688,9,0,2.0,6,4.0,1,4,1
30,0.07213634696621887,13,0,2.0,4,10.0,1,4,0
65,0.05256380652259546,14,0,4.0,4,10.0,1,4,1
46,0.12743646513902285,13,0,1.0,0,10.0,1,4,1
45,0.06113948465791011,14,15024,4.0,2,4.0,0,4,1
18,0.29361323535404305,10,0,4.0,4,12.0,3,4,0
32,0.11186550033278549,13,0,4.0,2,4.0,0,4,1
38,0.05587671995762079,13,7688,4.0,2,7.0,5,3,0
34,0.24036144578313254,16,0,7.0,2,10.0,0,4,1
35,0.11437022045340324,9,3137,4.0,2,3.0,0,4,1
26,0.06501813341302075,9,3325,4.0,4,3.0,3,4,1
24,0.0959352630363619,10,0,4.0,4,12.0,2,4,1
45,0.13452615422230071,9,15024,6.0,2,12.0,0,4,1
36,0.11756767770065607,6,0,4.0,4,6.0,1,4,0
44,0.1429062359924478,4,0,4.0,2,7.0,0,3,1
23,0.11658358348840685,10,0,4.0,4,1.0,1,4,0
57,0.10165509840942123,9,0,4.0,2,3.0,0,4,1
41,0.24672919411580937,10,0,6.0,2,12.0,0,4,1
20,0.20384265359068746,9,0,2.0,2,11.0,0,2,1
32,0.027905081430570078,10,0,4.0,2,3.0,0,4,1
60,0.10462028497303759,9,99999,4.0,2,8.0,5,4,0
38,0.07632333165808669,13,0,5.0,4,3.0,1,4,0
29,0.09130139498240991,9,0,4.0,4,14.0,1,4,0
22,0.19988046888795316,9,0,4.0,4,3.0,3,4,1
21,0.09807120251015336,10,0,4.0,4,12.0,3,1,1
40,0.09589926787193871,9,3137,2.0,2,8.0,2,4,1
59,0.14879721818502872,10,0,4.0,2,4.0,0,4,1
45,0.07796960106491355,14,0,7.0,0,4.0,1,4,1
76,0.21533937327664662,9,0,2.0,6,8.0,1,4,0
45,0.11276266282718246,13,0,4.0,2,7.0,0,4,1
49,0.1982864943426468,14,0,2.0,5,10.0,4,4,0
36,0.1102640550929762,11,0,2.0,4,11.0,1,2,0
22,0.09237106260441993,7,0,4.0,4,3.0,3,4,1
47,0.1940696268727673,11,0,4.0,0,10.0,4,4,0
26,0.058318957906032254,9,0,4.0,1,12.0,0,4,1
21,0.06145053721085017,10,0,4.0,0,3.0,3,4,1
27,0.044989880604718764,9,0,4.0,4,14.0,3,4,0
26,0.08423140136645794,13,0,4.0,4,8.0,1,4,1
20,0.17866641311582293,11,0,4.0,4,13.0,3,4,0
31,0.014148137080452589,14,0,6.0,4,10.0,1,4,1
57,0.1271790657556947,14,0,2.0,0,8.0,4,2,0
39,0.11670786867877372,7,0,4.0,0,12.0,2,4,0
36,0.22055799296396408,12,14344,4.0,4,13.0,1,2,1
66,0.07757705002648702,10,0,4.0,2,4.0,0,4,1
34,0.21291954741174393,10,0,2.0,2,3.0,0,4,1
80,0.0540715285040953,9,0,4.0,2,7.0,0,4,1
21,0.0727978430067508,9,0,4.0,4,8.0,2,4,0
40,0.09572880020646284,13,0,4.0,2,4.0,0,4,1
49,0.21024300131755885,12,0,2.0,0,1.0,1,4,0
48,0.06538351828961846,10,3325,6.0,0,12.0,1,4,0
19,0.037307290039526764,10,594,7.0,4,8.0,1,4,1
42,0.12443664171907473,7,0,4.0,2,14.0,0,2,1
59,0.06106138194265223,9,0,4.0,2,14.0,0,4,1
63,0.005459040219502588,10,0,4.0,0,8.0,1,4,0
26,0.0746532918596596,9,0,4.0,4,3.0,2,4,1
41,0.12793021013026176,5,0,4.0,0,8.0,2,4,0
42,0.10955094334496951,10,0,4.0,2,1.0,0,4,1
19,0.11670311460045368,9,0,4.0,4,8.0,3,4,1
45,0.02773529291913992,7,0,2.0,2,8.0,5,4,0
47,0.11118091305469907,9,0,4.0,2,8.0,5,4,0
47,0.20633786555466513,9,0,4.0,0,1.0,1,4,0
34,0.014802162426481575,11,0,4.0,2,3.0,0,4,1
49,0.14087896116597168,13,15024,6.0,2,12.0,0,4,1
36,0.07787791526874126,9,0,4.0,0,14.0,1,4,1
53,0.059018486573124515,9,0,4.0,6,3.0,4,4,1
21,0.0188580703875253,10,0,4.0,4,7.0,1,4,1
39,0.07320533543418319,9,0,4.0,0,6.0,1,4,1
52,0.044179649828174024,11,0,6.0,2,3.0,0,4,1
18,0.03307208541041279,10,2176,4.0,4,12.0,3,4,0
59,0.044551826245228944,11,0,4.0,4,3.0,1,1,1
50,0.03607870037081811,9,0,4.0,2,3.0,0,4,1
31,0.10933972643675038,13,0,4.0,2,13.0,0,1,1
52,0.20786596215753658,10,0,4.0,2,7.0,5,4,0
41,0.09874967740182829,10,0,6.0,2,4.0,0,4,1
45,0.18007701606878473,12,0,4.0,6,13.0,4,4,1
54,0.11704201246926829,14,0,2.0,0,10.0,1,4,0
22,0.01504869534507817,9,0,4.0,4,5.0,1,4,1
50,0.17404544898873964,9,7298,4.0,2,14.0,0,4,1
20,0.01974368726314503,12,0,4.0,4,7.0,1,4,0
43,0.3036205702177368,9,0,4.0,0,1.0,1,4,0
48,0.09254424688607871,13,0,2.0,2,10.0,0,4,1
24,0.16436071229676316,13,2174,4.0,4,4.0,1,4,1
54,0.0626288694801755,10,15024,4.0,2,12.0,0,4,1
26,0.15354450496461608,9,0,4.0,2,1.0,0,4,1
53,0.11420246940411025,13,0,4.0,2,3.0,0,4,1
51,0.05959169258771274,16,15024,5.0,2,10.0,0,4,1
54,0.13834707488352507,14,0,4.0,2,4.0,0,4,1
32,0.0674277719672376,9,0,7.0,2,3.0,0,4,1
46,0.20841743524266174,9,0,4.0,2,3.0,0,2,1
60,0.10042650874071257,13,0,4.0,2,7.0,0,4,1
52,0.24840738376278507,9,0,2.0,0,1.0,1,4,0
44,0.11192322842667174,9,0,4.0,0,1.0,1,4,0
56,0.07308105024381631,10,0,5.0,2,4.0,0,4,1
57,0.0784382173564608,9,0,4.0,2,4.0,0,4,1
35,0.19496339359693565,9,0,4.0,4,8.0,4,2,0
30,0.035028049062088264,12,0,4.0,4,13.0,1,4,0
29,0.06799554474946007,10,0,4.0,4,6.0,1,4,1
49,0.04844066231102539,13,7688,4.0,2,4.0,0,4,1
28,0.2991829776829981,6,0,4.0,4,6.0,1,4,1
30,0.11177924776897896,10,0,4.0,5,1.0,4,2,0
45,0.06001412640415099,9,0,4.0,0,8.0,1,4,1
17,0.17240257535214137,6,0,4.0,4,8.0,3,4,1
54,0.12497928580160553,6,0,2.0,2,1.0,0,4,1
31,0.05134812078075549,10,0,4.0,2,1.0,0,4,1
54,0.11547588323983646,16,0,4.0,2,4.0,0,4,1
55,0.08457776992977548,13,0,4.0,2,7.0,0,4,1
26,0.11503579141820948,12,0,4.0,2,1.0,3,4,0
37,0.11368087909699678,5,0,4.0,2,6.0,0,4,1
34,0.010329253881365371,9,0,4.0,0,3.0,1,0,1
38,0.22142798929653223,13,0,4.0,2,10.0,0,4,1
51,0.12727550563018705,10,0,4.0,2,4.0,0,4,1
41,0.05728664375653686,9,0,4.0,4,4.0,1,1,1
24,0.10376047595115524,10,0,4.0,4,6.0,1,4,1
56,0.06626573939500957,13,15024,5.0,2,4.0,0,4,1
33,0.047614131837383354,9,0,4.0,4,3.0,3,1,1
31,0.13396517298053545,6,0,4.0,2,7.0,0,4,1
27,0.13420491435867485,10,0,4.0,4,6.0,1,2,1
32,0.029706877113866964,13,0,6.0,2,12.0,2,4,1
35,0.13485214816424662,12,0,4.0,2,4.0,0,4,1
43,0.07122492223686176,10,0,4.0,2,3.0,0,4,1
40,0.1228311215549911,9,0,4.0,0,8.0,4,4,0
19,0.08509324785047745,9,0,6.0,4,8.0,3,4,1
23,0.15065198788389184,12,0,4.0,4,6.0,3,4,1
40,0.09744638078809036,9,0,4.0,5,7.0,4,4,1
59,0.06692044389508428,9,0,4.0,0,3.0,1,4,1
43,0.26554311949036286,9,0,4.0,2,3.0,0,4,1
43,0.09167492970755627,6,0,6.0,2,3.0,0,4,1
53,0.0752550223441681,9,0,4.0,6,7.0,1,4,0
26,0.10417408076499912,9,0,4.0,2,12.0,0,4,1
68,0.11535159804946958,10,10605,5.0,2,4.0,0,4,1
41,0.13048586680430857,13,0,4.0,2,12.0,0,4,1
32,0.054499395552899316,9,0,6.0,0,3.0,4,4,1
25,0.0983027940397441,13,0,7.0,4,4.0,1,4,1
20,0.1469444859483028,9,0,4.0,4,8.0,3,4,1
22,0.09166406324282474,10,0,4.0,4,8.0,1,4,1
33,0.10085369663547086,6,0,4.0,2,3.0,0,4,1
26,0.10248706211542903,10,0,2.0,2,8.0,2,4,1
29,0.09104603306121895,9,0,4.0,4,8.0,4,2,0
20,0.14501704676654759,9,0,4.0,4,12.0,3,4,0
68,0.12932043846185193,14,0,7.0,2,10.0,0,4,1
58,0.24573355428478286,10,0,4.0,0,10.0,4,4,0
32,0.0554495320628625,9,0,4.0,0,7.0,1,4,1
23,0.2716364895885685,12,0,4.0,4,8.0,1,4,0
30,0.2819772890887111,5,0,4.0,2,8.0,0,4,1
67,0.10042854620284973,10,0,7.0,2,5.0,0,4,1
26,0.10005161570747477,12,0,4.0,4,1.0,4,4,0
53,0.060262696784884745,9,0,6.0,2,4.0,0,4,1
27,0.10294413278819903,9,0,2.0,2,14.0,0,4,1
29,0.13603659281998343,10,0,8.0,2,5.0,3,4,1
38,0.21030548348976516,16,0,7.0,2,10.0,0,4,1
17,0.20742519118186387,5,0,4.0,4,8.0,3,2,0
48,0.18689979761209438,14,0,4.0,2,13.0,0,4,1
52,0.08375463522636205,10,0,4.0,6,8.0,4,2,0
28,0.10610355740889149,12,0,4.0,2,4.0,5,4,0
18,0.0518581654690917,10,0,4.0,4,12.0,3,4,1
28,0.1458951929476644,10,0,4.0,0,12.0,1,4,1
34,0.09848005324567718,10,0,4.0,2,3.0,0,4,1
62,0.13653441273549666,9,0,4.0,2,10.0,0,4,1
46,0.19194387470966165,3,0,4.0,2,7.0,0,4,1
30,0.16240339033699625,10,0,4.0,0,1.0,4,4,0
20,0.1163452004183589,10,0,4.0,4,14.0,3,4,1
29,0.1204004292253569,9,2174,4.0,4,4.0,1,4,1
55,0.1395777020143709,10,0,4.0,2,1.0,0,2,1
20,0.2552743103190666,10,0,4.0,4,10.0,3,4,1
54,0.2956153814808275,6,0,4.0,2,14.0,0,2,1
27,0.1302705749718151,6,0,4.0,4,3.0,1,4,1
43,0.12333233724073295,10,0,4.0,4,1.0,1,4,1
17,0.05269216663723666,6,0,4.0,4,7.0,3,4,1
48,0.025339237445837465,14,0,7.0,0,11.0,1,4,1
34,0.14709661645454422,13,0,4.0,4,4.0,3,4,1
66,0.06513087298461037,5,0,4.0,2,7.0,0,2,1
29,0.11120604175439074,13,0,4.0,4,10.0,1,4,0
43,0.26696798467828475,10,0,4.0,5,7.0,1,2,1
37,0.018555167683133887,11,0,4.0,0,12.0,4,4,0
56,0.11278575406473697,10,0,4.0,2,10.0,0,4,1
58,0.10077083984189295,6,0,4.0,2,3.0,0,4,1
54,0.12499354803656565,13,0,5.0,2,12.0,0,2,1
45,0.005602341723149645,10,0,4.0,5,3.0,1,4,1
29,0.0981581342280056,9,0,5.0,2,8.0,0,4,1
26,0.23632319582727757,12,0,4.0,2,1.0,5,4,0
43,0.1580873663764415,9,0,4.0,2,1.0,0,2,1
33,0.27874723244726374,9,0,2.0,2,8.0,0,4,1
45,0.07185178142106192,10,3103,6.0,2,8.0,0,4,1
25,0.170259165183847,10,0,4.0,4,12.0,1,4,1
25,0.11905027098246423,9,0,4.0,2,3.0,0,4,1
69,0.16777685714673804,15,0,4.0,0,7.0,1,4,1
37,0.10094606158568886,12,0,4.0,2,1.0,0,4,1
20,0.12358022846742098,9,0,4.0,4,4.0,1,4,1
39,0.08291248420966844,14,0,4.0,2,10.0,5,4,0
17,0.07542005677727823,6,0,4.0,4,12.0,3,4,0
27,0.21730484508496217,9,0,2.0,4,5.0,3,4,1
26,0.234877956017984,9,0,4.0,4,8.0,2,2,0
55,0.13293353798508578,3,0,4.0,2,7.0,0,4,1
39,0.20793455671615438,7,0,4.0,2,10.0,0,4,1
41,0.13277054101411281,9,0,4.0,5,8.0,1,4,0
34,0.15355061735102757,2,0,4.0,2,3.0,0,4,1
51,0.44924613900925014,11,0,4.0,2,4.0,0,4,1
67,0.1544532130777903,16,0,7.0,2,10.0,0,2,1
40,0.08264557666970022,10,0,4.0,0,7.0,3,4,1
58,0.08557340976080195,12,0,4.0,2,3.0,0,4,1
23,0.09498308906426156,9,0,4.0,4,12.0,1,4,0
45,0.18719862539221147,14,0,2.0,2,10.0,0,4,1
51,0.188320587875742,13,7688,4.0,2,12.0,0,4,1
43,0.045150160959508835,10,0,7.0,0,4.0,4,4,1
25,0.05894445878214097,13,2597,7.0,4,8.0,1,4,0
36,0.144388829274256,13,2407,6.0,2,4.0,0,4,1
58,0.13192363591909917,9,0,4.0,2,3.0,0,4,1
33,0.07962673693647193,9,0,4.0,0,7.0,1,4,1
60,0.12916694964751904,11,0,2.0,2,8.0,0,4,1
24,0.10189144401733201,9,0,4.0,4,12.0,3,1,1
45,0.04112888985479687,9,0,4.0,0,4.0,1,4,0
49,0.13220548484807323,9,0,4.0,0,1.0,1,4,0
19,0.03519851672756415,8,0,4.0,4,1.0,1,4,0
34,0.005278385243340894,10,0,7.0,3,1.0,4,1,0
42,0.14302916287472325,13,0,7.0,0,1.0,1,4,1
25,0.08176878879667486,9,0,4.0,4,9.0,1,4,0
73,0.11239184471821899,9,0,4.0,2,7.0,0,4,1
59,0.08950299506934163,3,2580,6.0,2,8.0,0,4,1
28,0.09246274840059222,9,2885,4.0,2,7.0,0,4,1
19,0.10616264381086918,7,0,4.0,4,8.0,2,4,1
31,0.044828241941837245,13,0,7.0,4,10.0,1,4,0
58,0.15732195976691435,13,0,1.0,4,10.0,1,4,1
21,0.13770119938604475,9,0,4.0,4,3.0,3,4,1
47,0.11775716167941214,9,0,6.0,2,4.0,0,4,1
30,0.07393067195501284,13,0,4.0,4,12.0,1,4,1
41,0.10973295662922264,4,0,4.0,2,3.0,0,1,1
59,0.05091074557531139,6,0,4.0,0,7.0,1,4,0
43,0.2191670854783282,10,4934,4.0,5,14.0,4,4,1
48,0.055141196126105324,9,0,4.0,5,1.0,1,4,0
44,0.11002159709865392,13,0,4.0,2,12.0,0,4,1
44,0.07904741853547222,10,0,4.0,4,1.0,1,2,0
24,0.13145637793564335,13,0,4.0,4,4.0,3,2,0
28,0.03412749079746268,9,0,4.0,2,3.0,0,4,1
50,0.15506920579725894,9,0,4.0,3,4.0,4,4,0
33,0.11186142540851116,10,0,4.0,2,3.0,0,4,1
23,0.16424797272517352,13,0,2.0,4,10.0,2,4,0
30,0.08588514146778772,9,0,4.0,4,7.0,3,4,1
46,0.07890072126159656,6,0,4.0,2,6.0,0,4,1
21,0.03008448676328765,10,0,7.0,4,13.0,3,4,1
52,0.09607720623191753,5,0,4.0,5,8.0,1,2,0
26,0.1847692913706687,13,0,4.0,4,10.0,1,4,1
27,0.2040226294128034,13,0,7.0,4,13.0,1,4,1
28,0.06739585172708874,7,0,4.0,4,7.0,4,4,0
50,0.19876801456106274,13,0,5.0,2,12.0,0,4,1
28,0.18765909183521007,9,0,4.0,2,3.0,0,4,1
61,0.07138044851333179,7,0,6.0,2,4.0,0,4,1
32,0.1481907336222002,4,0,4.0,5,12.0,4,4,0
30,0.20849689626601106,10,0,1.0,4,3.0,1,4,1
51,0.11826177313538258,13,0,2.0,0,1.0,1,4,0
40,0.0917448825742655,10,0,2.0,4,11.0,1,4,1
36,0.09076757990247349,9,0,4.0,4,4.0,1,4,1
28,0.06647491884109154,10,0,4.0,0,8.0,2,2,1
49,0.14477458877222532,12,0,4.0,2,10.0,0,4,1
61,0.14130275329050135,4,0,6.0,2,14.0,0,4,1
41,0.08945613344018691,13,0,6.0,2,4.0,0,4,1
55,0.14471414406215619,9,0,4.0,6,8.0,4,4,0
36,0.11932600752502684,13,0,4.0,2,10.0,5,4,0
21,0.05277434427676886,10,0,4.0,4,1.0,3,4,0
57,0.1450863204792111,10,0,6.0,2,14.0,0,4,1
49,0.14768340555004686,15,99999,5.0,2,10.0,0,4,1
59,0.09052376360005977,7,0,4.0,2,1.0,0,4,1
41,0.1779913339943766,10,0,4.0,5,12.0,1,4,1
59,0.23981268931419025,10,0,4.0,2,3.0,0,4,1
20,0.17262873364936634,9,0,4.0,4,8.0,3,4,1
42,0.11620257806875756,10,0,4.0,0,1.0,1,2,0
41,0.06826313144347401,14,0,2.0,0,10.0,4,4,0
45,0.043277733255457,13,0,1.0,2,4.0,0,4,1
36,0.09813436383640538,9,0,4.0,4,12.0,2,1,0
42,0.11859659607992284,12,0,2.0,2,4.0,5,4,0
